2020-10-16 18:38:14 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 18:41:55 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (64eb6c171c78979b008f54ac289fce8c)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 18:41:56 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (64eb6c171c78979b008f54ac289fce8c)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 18:41:57 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (64eb6c171c78979b008f54ac289fce8c)] -> xpath: //h4[@class="card-title"]]
2020-10-16 18:41:57 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (64eb6c171c78979b008f54ac289fce8c)] -> xpath: //a[@class='nav-link'][contains(text(),'Cart')]]
2020-10-16 18:44:31 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 18:44:36 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (289aef55707e3414c241ec32c5605187)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 18:44:47 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 18:44:47 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (289aef55707e3414c241ec32c5605187)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 18:44:57 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Sony vaio i5
2020-10-16 18:44:57 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (289aef55707e3414c241ec32c5605187)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 18:45:09 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (289aef55707e3414c241ec32c5605187)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 18:45:56 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 18:46:06 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 18:46:17 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 18:46:17 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 18:46:29 INFO  AssertionUtils:29 - WebElement: Actual text is Sony vaio i5 and expected text is Sony vaio i5
2020-10-16 18:46:29 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@id='itemc'][text()='Monitors']]
2020-10-16 18:46:40 INFO  AssertionUtils:29 - WebElement: Actual text is Apple monitor 24 and expected text is Apple monitor 24
2020-10-16 18:46:41 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 18:46:54 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 18:47:09 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //h4[@class="card-title"]]
2020-10-16 18:47:29 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[text()='Add to cart']]
2020-10-16 18:47:49 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 18:48:03 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 18:53:33 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //h4[@class="card-title"]]
2020-10-16 18:53:50 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[text()='Add to cart']]
2020-10-16 18:54:10 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //a[@class='nav-link'][contains(text(),'Cart')]]
2020-10-16 18:54:28 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (2b1e79f5ca73bf3139434dbbdfa1e3d2)] -> xpath: //tr[@class="success"]/td[text()='Dell i7 8gb']/following-sibling::td/a]
2020-10-16 18:54:38 INFO  AssertionUtils:48 - Actual text is 2 and expected text is 1
2020-10-16 19:43:22 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:43:28 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:43:29 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 19:43:29 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:43:29 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Sony vaio i5
2020-10-16 19:43:29 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 19:43:30 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:43:31 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 19:43:31 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:43:33 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //h4[@class="card-title"]]
2020-10-16 19:43:33 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (aaf91eb658ae08e602a801667f737afd)] -> xpath: //a[@class='nav-link'][contains(text(),'Cart')]]
2020-10-16 19:45:30 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:45:37 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (1a5a21b4c445e05b07c756ea2c7772eb)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:45:38 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 19:45:38 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (1a5a21b4c445e05b07c756ea2c7772eb)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:45:38 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Sony vaio i5
2020-10-16 19:47:22 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:47:34 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (eedb1a17dd863dc211ad5fb4d48cbbb9)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:47:35 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 19:47:35 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (eedb1a17dd863dc211ad5fb4d48cbbb9)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:47:36 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Sony vaio i5
2020-10-16 19:50:17 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:50:27 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (93961b14a272accc78207351395dd47c)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:51:22 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:51:30 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (b1f7759e5a0c39484178e301bc611a31)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:51:31 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 19:51:32 INFO  CommonUtils:23 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (b1f7759e5a0c39484178e301bc611a31)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:51:32 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Sony vaio i5
2020-10-16 19:53:01 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:53:24 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (1e451563a21679cbd55cbf62ec928a08)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:53:25 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 19:53:26 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (1e451563a21679cbd55cbf62ec928a08)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:53:27 INFO  AssertionUtils:29 - WebElement: Actual text is Sony vaio i5 and expected text is Sony vaio i5
2020-10-16 19:53:27 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (1e451563a21679cbd55cbf62ec928a08)] -> xpath: //a[@id='itemc'][text()='Monitors']]
2020-10-16 19:53:28 INFO  AssertionUtils:29 - WebElement: Actual text is Apple monitor 24 and expected text is Apple monitor 24
2020-10-16 19:54:09 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:54:14 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 19:54:15 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:54:18 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //h4[@class="card-title"]]
2020-10-16 19:54:20 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //a[text()='Add to cart']]
2020-10-16 19:54:23 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 19:54:26 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:54:28 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //h4[@class="card-title"]]
2020-10-16 19:54:30 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (ff515115312a2709236685ce1931e1af)] -> xpath: //a[text()='Add to cart']]
2020-10-16 19:55:14 INFO  DriverUtils:22 - Launching Chrome Browser.
2020-10-16 19:55:22 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@id='itemc'][text()='Phones']]
2020-10-16 19:55:24 INFO  AssertionUtils:29 - WebElement: Actual text is Samsung galaxy s6 and expected text is Samsung galaxy s6
2020-10-16 19:55:24 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:55:25 INFO  AssertionUtils:29 - WebElement: Actual text is Sony vaio i5 and expected text is Sony vaio i5
2020-10-16 19:55:25 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@id='itemc'][text()='Monitors']]
2020-10-16 19:55:26 INFO  AssertionUtils:29 - WebElement: Actual text is Apple monitor 24 and expected text is Apple monitor 24
2020-10-16 19:55:27 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 19:55:28 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:55:31 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //h4[@class="card-title"]]
2020-10-16 19:55:33 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[text()='Add to cart']]
2020-10-16 19:55:37 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@class='nav-link'][contains(text(),'Home')]]
2020-10-16 19:55:39 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@id='itemc'][text()='Laptops']]
2020-10-16 19:55:41 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //h4[@class="card-title"]]
2020-10-16 19:55:43 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[text()='Add to cart']]
2020-10-16 19:55:46 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //a[@class='nav-link'][contains(text(),'Cart')]]
2020-10-16 19:55:49 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //tr[@class="success"]/td[text()='Dell i7 8gb']/following-sibling::td/a]
2020-10-16 19:55:51 INFO  AssertionUtils:48 - Actual text is 1 and expected text is 1
2020-10-16 19:55:51 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //button[text()='Place Order']]
2020-10-16 19:55:53 INFO  CommonUtils:33 - Setting text to element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //input[@id="name"]]
2020-10-16 19:55:53 INFO  CommonUtils:33 - Setting text to element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //input[@id="country"]]
2020-10-16 19:55:53 INFO  CommonUtils:33 - Setting text to element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //input[@id="city"]]
2020-10-16 19:55:53 INFO  CommonUtils:33 - Setting text to element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //input[@id="card"]]
2020-10-16 19:55:54 INFO  CommonUtils:33 - Setting text to element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //input[@id="month"]]
2020-10-16 19:55:54 INFO  CommonUtils:33 - Setting text to element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //input[@id="year"]]
2020-10-16 19:55:54 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //button[@onclick="purchaseOrder()"]]
2020-10-16 19:55:55 INFO  CartPageSteps:44 - Order Details:- Id: 2525687
Amount: 790 USD
Card Number: 9012345678
Name: Gautam
Date: 16/9/2020
2020-10-16 19:55:55 INFO  AssertionUtils:44 - Actual text is Id: 2525687
Amount: 790 USD
Card Number: 9012345678
Name: Gautam
Date: 16/9/2020 and expected text is 790
2020-10-16 19:55:55 INFO  CommonUtils:24 - Clicking on element - [[ChromeDriver: chrome on WINDOWS (6c026c9b768d2f79dd3f020ee1e79de5)] -> xpath: //button[text()='OK']]
2020-10-16 19:58:55 INFO  PetStoreSteps:37 - ADD PET Request Body :- {  "id": 0,  "category": {    "id": 0,    "name": "string"  },  "name": "shaggy",  "photoUrls": [    "string"  ],  "tags": [    {      "id": 0,      "name": "string"    }  ],  "status": "available"}
2020-10-16 19:59:00 INFO  PetStoreSteps:56 - ADD PET response:-{"id":9217336407590485220,"category":{"id":0,"name":"string"},"name":"shaggy","photoUrls":["string"],"tags":[{"id":0,"name":"string"}],"status":"available"}
2020-10-16 19:59:00 INFO  AssertionUtils:39 - Actual text is 200 and expected text is 200
2020-10-16 19:59:02 INFO  AssertionUtils:39 - Actual text is available and expected text is available
2020-10-16 19:59:02 INFO  AssertionUtils:39 - Actual text is shaggy and expected text is shaggy
